WKT,kenyaopendata:Boys Toilets,kenyaopendata:Costituency,kenyaopendata:District,kenyaopendata:Division,kenyaopendata:GOK TSC Female,kenyaopendata:GOK TSC Male,kenyaopendata:Girls Toilets,kenyaopendata:Level of Education,kenyaopendata:Local Authority Female,kenyaopendata:Local Authority Male,kenyaopendata:Location,kenyaopendata:Non-Teaching Staff Female,kenyaopendata:Non-Teaching Staff Male,kenyaopendata:Others Female,kenyaopendata:Others Male,kenyaopendata:PTA BOG Female,kenyaopendata:PTA BOG Male,kenyaopendata:Province,kenyaopendata:Pupil Classroom Ratio,kenyaopendata:Pupil Teacher Ratio,kenyaopendata:Pupil Toilet Ratio,kenyaopendata:School Institution Type_1,kenyaopendata:School Institution Type_2,kenyaopendata:School Institution Type_3,kenyaopendata:Sponsor of School,kenyaopendata:Status of School,kenyaopendata:Teachers Toilets,kenyaopendata:Total Boys,kenyaopendata:Total Enrolment,kenyaopendata:Total Girls,kenyaopendata:Total Number of Classrooms,kenyaopendata:Total Toilets,kenyaopendata:official_name,osm:_timestamp,osm:_user,osm:accessibility,osm:amenity,osm:boundary_type:Ward_boundary,osm:building:levels,osm:building:material,osm:building:roof,osm:contact:address,osm:contact:phone,osm:education:curriculum,osm:education:exam_center,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_scouts,osm:education:extra_sports,osm:education:fees,osm:education:gender_type,osm:education:government_registered,osm:education:management_committee,osm:education:program_counselling,osm:education:program_feeding,osm:education:program_sanitary_towel,osm:education:pta,osm:education:students,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:tsc_employed,osm:education:type,osm:electricity:operational_status,osm:id,osm:image:classroom,osm:image:compound,osm:image:other,osm:image:outside,osm:is_in:constituency,osm:is_in:estate,osm:is_in:ward,osm:location,osm:name,osm:official_name,osm:operational_status:electricity,osm:operator:name,osm:operator:type,osm:place:village,osm:toilet:present,osm:contact:email,osm:education:fees_level4,osm:education:fees_level5,osm:education:program_orphans,osm:education:student_age_range,osm:education:students_female,osm:education:students_male,osm:opening_hours,osm:education:boarding,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:program_counseling,osm:education:program_other,osm:education:program_special_needs,osm:education:program_sports,osm:education:staff_female,osm:education:staff_male,osm:media:video_device_number,osm:media:video_number,osm:operational_status,osm:education:fees_optional,osm:education:school_head,osm:image,osm:is_in:village,osm:operator:description,osm:education:description,osm:education:fees_sponsored,osm:source,osm:education:exam_affiliate,osm:education:teachers_untrained,kenyaopendata:Acreage,kenyaopendata:Acreage per enrolment,kenyaopendata:Code,kenyaopendata:Day or Boarding,kenyaopendata:Girls/Boys/Mixed,kenyaopendata:Local Authority Female Teachers,kenyaopendata:Local Authority Male Teachers,kenyaopendata:Non Teaching Staff Female,kenyaopendata:Non Teaching Staff Male,kenyaopendata:Ordinary or Special,kenyaopendata:Other Female Teachers,kenyaopendata:Other Male Teachers,kenyaopendata:PTA Board of Governors Female Teacher,kenyaopendata:PTA Board of Governors Male Teacher,kenyaopendata:Public or Private,kenyaopendata:School Address,kenyaopendata:School Sponsor,kenyaopendata:School Zone,kenyaopendata:Sublocation,kenyaopendata:TSC Female Teachers,kenyaopendata:TSC Male Teachers,kenyaopendata:Total Enrolment 2007,kenyaopendata:Total Teaching staff,osm:education:fees_level6,osm:media:camera_device_number,osm:media:camera_number,osm:education:program_scouting,osm:education:program_description,osm:education:extra_other,osm:education:student_female,osm:education:student_male,osm:education:program_computers,osm:description,osm:station:type_description,osm:education:teachers_tsc,osm:designation,osm:security:gbv_support,osm:toilet:arranged_name,osm:education:program_specialneeds,osm:boundary_type:Constituency_boundary,osm:registered_voters,osm:building,osm:fee,osm:education:committees,osm:health_facility:referals,osm:medical_service:psychosocial_support_counselling,osm:medical_staff:counsellor,osm:medical_staff:description,osm:note,osm:contact:website,osm:addr:postcode,osm:website,osm:education:accessibility,osm:education:management_commitee,osm:education:program_WASH,osm:education:program_handwashing,osm:education:program_rain,osm:education:student_disable,osm:safe_place:acessible,osm:safe_place:compound,osm:safe_place:protected/secure,osm:safe_place:school,osm:security:description,osm:social_facility
"MULTIPOINT ((36.7811357 -1.3073749),(36.780399 -1.304776))",1,LANGATA,NAIROBI,KIBERA,0,0,1,PRIMARY SCHOOL,0,0,KIBERA,0,0,0,1,5,0,NAIROBI,24,16,48,MIXED,DAY ONLY,ORDINARY,RELIGIOUS ORGANIZATION,PRIVATE,1,57,96,39,4,0,RESTORATION ACADEMY- PRI.,2018/01/26,muindre,big_vehicles,school,,1,ironsheets,ironsheets,"P O Box 1822-00200, Nairobi",0722216804,8_4_4,yes,yes,yes,yes,yes,4500,mixed,mgcsd,yes,yes,fees,yes,yes,159,10,4,6,10,0,primary,always,node/3082332229,,,,,,,,kibera,Restoration Educational Centre,RESTORATION ACADEMY- PRI.,,New Life Restoration Ministries International,cbo,Woodley,yes,restorationedu@yahoo.com,,,,,76,83,,,,,,,,yes,,,,,,,,Catherine Mwanzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7793005 -1.3089847),(36.776351 -1.309573))",4,LANGATA,NAIROBI,KIBERA,0,0,3,PRIMARY SCHOOL,0,0,SERA NGOMBE,0,1,3,7,0,0,NAIROBI,30.2,15.1,21.6,MIXED,DAY ONLY,ORDINARY,PRIVATE INDIVIDUAL,PRIVATE,2,0,151,0,5,0,FLORENCE ACADEMY- PRI,2015/01/03,JamesLC,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 73858-00200, Nairobi",0727735854,8_4_4,,yes,yes,,yes,2700,mixed,mgcsd,yes,yes,fees,,yes,70,5,3,2,2,0,primary,sometimes,node/3082332231,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Compound.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/others.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Out%20side.jpg,,,,kibera,St Florence Educational Centre,FLORENCE ACADEMY- PRI,,,private,Fort Jesus,yes,stflorenceedu@gmail.com,,,,,39,31,,,,,,,,,,,,,,,,Fiorence Munyao,,,Florence Munyao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7793345 -1.3089879))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 73858-00200, Nairobi",0727735854,8_4_4,,,,,yes,4500,mixed,mgcsd,yes,yes,fees,,yes,90,5,3,2,2,0,pre_primary,sometimes,node/3082332232,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/class.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Compound.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/others.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Out%20side.jpg,,,,kibera,St Florence Educational Centre,,,,private,Fort Jesus,yes,stflorenceedu@gmail.com,,,,,40,50,,,,,,,,yes,,,,,,,,Florence Munyao,,,Florence Munyao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7896154 -1.3067755))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,foot,school,,1,ironsheets,ironsheets,P O Box 12967,0722859882,8_4_4,,yes,yes,yes,yes,,mixed,mgcsd,yes,yes,,,,123,7,4,3,4,,primary,often,node/3097131529,,,,,,,,kibera,Egesa Children Centre,,,IRCC,cbo,Makina,yes,www.egesachildrencentre.org,2700 per term,2700 per term,,,54,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7764536 -1.3147882))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 19430-00200, Nairobi",0727398211,8_4_4,,,,,,5550,mixed,mgcsd,yes,yes,fees,,,90,4,4,0,4,0,pre_primary,sometimes,node/3152198030,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Bidii%20Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Bidii%20Building.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/New%20Batch%20of%20Photos%20Jacob/Bidii%20Out%20side.JPG,,,,kibera,Bidii Nursery School,,,,cbo,Soweto West,arranged,bidiinurseryschool@gmail.com,,,,,50,40,,,,,,,,,,,,,,,,Consolata Apondi,,,Consolata Apondi Oluoch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pee Poo,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7858038 -1.3115882))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,small_cars,school,,0,cement_block,asbestos,"P O Box 21758-00505, Nairobi",0789445882,8_4_4,,yes,yes,,yes,,mixed,,yes,yes,,,yes,123,6,5,1,4,,pre_primary,always,node/3174474065,,,,,,,,kibera,Perijang Education Centre,,,,private,Karanja,yes,perijang2015@gmail.com,,,,,59,64,,,,,,,feeding-fee,yes,,,,,,,,Jane Michira,,,Jane Michira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7776414 -1.3115318))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,1,ironsheets,ironsheets,"P O Box 971-00517, Nairobi",0722461842,8_4_4,yes,yes,yes,,yes,15000,mixed,mgcsd,,yes,fees,,,155,9,3,6,5,1,secondary,always,node/3454366436,https://lh4.googleusercontent.com/-wcSHAPjksho/VSvKQv9jLbI/AAAAAAAAD7Q/SyNKNfcJvPE/w758-h569-no/IMG_0150.JPG,https://lh4.googleusercontent.com/-PcYRG9WHm50/VSvKRAD9O9I/AAAAAAAAD7U/MnyQW2Ke0kU/w758-h569-no/IMG_0153.JPG,,https://lh4.googleusercontent.com/-aQcGhHtheO0/VSvMcLgXUTI/AAAAAAAAD7g/59B8lTaD8-E/w758-h569-no/IMG_0157.JPG,,,,kibera,Silver Spring Secondary,,,,private,Olympic,yes,silverspringsecondary@gmail.com,,,,,64,91,,,,,,,,,,,,,,,,Isaiah Nyongesa,,,Isaiah Oduor Nyongesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7845276 -1.3120153))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,1,cement_block,ironsheets,"P O Box 21712-00505, Nairobi",0723037746,8_4_4,,no,no,,yes,15300,mixed,mgcsd,yes,,fees,,yes,138,7,5,2,7,0,primary,always,node/3454366437,https://lh4.googleusercontent.com/-818gjUjPJgY/VSvIqOLRseI/AAAAAAAAD6o/rVLFJOpHPwE/w758-h569-no/IMG_0117.JPG,https://lh5.googleusercontent.com/-8n9XuVgUnQI/VSvIxMINGoI/AAAAAAAAD60/xa3R5l86ejY/w427-h569-no/IMG_0121.JPG,,https://lh4.googleusercontent.com/-3GFVujeQOO4/VSvI0_CYkrI/AAAAAAAAD68/AljLsAX-eRY/w758-h569-no/IMG_0123.JPG,,,,kibera,Kibera Utu Academy,,,Kibera Utu Academy,cbo,Karanja,yes,utuacademy@yahoo.com,,,,,66,72,,,,,,,,,,,,,,,,Lydia Awour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.784556 -1.3120186))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,1,cement_block,ironsheets,"P O Box 21712-00505, Nairobi",0723037746,montesori,,,yes,,yes,15300,mixed,mgcsd,yes,,fees,,yes,139,6,6,0,5,0,pre_primary,always,node/3454366438,https://lh4.googleusercontent.com/-lBq0nmsoh2g/VSvInU85WvI/AAAAAAAAD6g/FAw20_fdbkQ/w758-h569-no/IMG_0114.JPG,https://lh5.googleusercontent.com/-8n9XuVgUnQI/VSvIxMINGoI/AAAAAAAAD60/xa3R5l86ejY/w427-h569-no/IMG_0121.JPG,,https://lh5.googleusercontent.com/-8n9XuVgUnQI/VSvIxMINGoI/AAAAAAAAD60/xa3R5l86ejY/w427-h569-no/IMG_0121.JPG,,,,kibera,Kibera Utu Academy,,,Kibera Utu Academy,cbo,Karanja,yes,utuacademy@yahoo.com,,,,,74,65,,,,,,,,,,,,,,,,Lydia Awour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7807626 -1.3144245))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/04/13,fondolucy,,school,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,pre_primary,,node/3454416004,,,,,,,,kibera,Brainstorm Junior School,,,,private,Olympic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7807899 -1.3143325))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/04/13,fondolucy,,school,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,pre_primary,,node/3454416005,,,,,,,,kibera,Peace Junior Academy,,,,private,Olympic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7787824 -1.3145118))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/06/29,muindre,big_vehicles,school,,1,cement_block,ironsheets,"P O Box 53715-00200, Nairobi",0717371220,8_4_4,,,,,yes,3000 per term,mixed,mgcsd,yes,yes,,,yes,48,6,4,2,2,,primary,often,node/3454416006,,,,,,,,kibera,Role Model Education Centre,,,Role model education centre,cbo,Olympic,yes,therolemodelkibera@gmail.com,,,,,,,,,,,,,,yes,,,,,,,,Catherine anyango obongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7986562 -1.3179004))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/05/07,Blasio,foot,school,,0,ironsheets,ironsheets,,,8_4_4,,,,,,,mixed,mgcsd,yes,,,,no,,,,,,,primary,often,node/3502586532,,,,,,,,kibera,Open Gate of Hope Academy,,,Hope Restoration Centre Kenya,religious,Silanga,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7799665 -1.3146153))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/06/02,fondolucy,big_vehicles,school,,1,cement_block,concrete,"P O Box 14544-00100, Nairobi",0722248263,8_4_4,,yes,yes,,yes,,mixed,moe,yes,,sponsored,,yes,77,3,3,0,3,0,pre_primary,always,node/3533006869,https://lh3.googleusercontent.com/W7xqN9mIh3d7dSrW3gvR99jQvqjxVK5SUvRRCk8xJ7Q=w808-h606-no,https://lh3.googleusercontent.com/K1p_H9YxIU0q0GkveplHll-30r19KmWtIgJqg5Mzeyk=w808-h606-no,,https://lh3.googleusercontent.com/Aekgv3rY5UAZE-6CN1fDaYQIJYTt9hbsFq8xoaDRWQI=w808-h606-no,,,,kibera,Spurgeons Academy,,,,private,Olympic,yes,kwama.oscar@yahoo.com,,,,,,,,,,,,,,,,,,,,,,Oscar Kwama,,,Oscar Kwama,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.780022 -1.3146405))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/06/02,fondolucy,big_vehicles,school,,1,cement_block,concrete,"P O Box 14544-00100, Nairobi",0722248263,8_4_4,yes,yes,yes,yes,yes,,mixed,moe,yes,yes,sponsored,yes,yes,393,14,8,6,14,0,primary,always,node/3533006870,,https://lh3.googleusercontent.com/K1p_H9YxIU0q0GkveplHll-30r19KmWtIgJqg5Mzeyk=w808-h606-no,,https://lh3.googleusercontent.com/Aekgv3rY5UAZE-6CN1fDaYQIJYTt9hbsFq8xoaDRWQI=w808-h606-no,,,,kibera,Spurgeons Academy,,,,private,Olympic,yes,kwama.oscar@yahoo.com,,,,,,,,,,,,,,,,,,,,,,Oscar Kwama,,,Oscar Kwama,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7749433 -1.3068102))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,none,cement_block,concrete,,0703893627/0716187383,8_4_4,,,,,,Kshs 50-100,mixed,mgcsd,,,sponsored,,,5,2,2,0,2,0,pre_primary,sometimes,node/3585292566,,,,,,,,kibera,Babylon Daycare Nursery School,,,,private,Soweto West,yes,chepkombabiba@gmail.com,,,,,3,2,,,,,,,,,,,,,,,,Hellen Akoth Oloo,,,Hellen Akoth Oloo,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7834209 -1.3169844))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/03/01,fondolucy,foot,kindergarten,,0,ironsheets,ironsheets,,0710735236,8_4_4,,,,,yes,Kshs 1650 per term,mixed,mgcsd,yes,,,,,43,4,3,1,3,,pre_primary,often,node/4711263743,,,,,,,,kibera,Becky School Centre,,,Becky School Centre,cbo,Raila,yes,beckyschoolcentre@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7834319 -1.3170112))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/03/01,fondolucy,foot,school,,,ironsheets,ironsheets,,0710735236,8_4_4,,,,,yes,Kshs 1650 per term,mixed,mgcsd,yes,,,,,5,1,0,1,1,,primary,often,node/4711263744,,,,,,,,kibera,Becky School Centre,,,Becky School Centre,cbo,Raila,yes,beckyschoolcentre@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7841063 -1.3158424))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/03/01,fondolucy,foot,school,,0,concrete,ironsheets,,0721356718,8_4_4,,,,,yes,Kshs 500 per term,mixed,APBET,,yes,,,yes,70,4,2,2,3,,primary,often,node/4711263745,,,,,,,,kibera,Rays Education Centre,,,Rays Education Centre,cbo,Gatwekera,yes,raycenter@yahoo.com,,,,,,,,,,,,,,yes,,,,,,,,Reginah Bwari Boringa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7841024 -1.3158433))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/03/01,fondolucy,foot,kindergarten,,0,concrete,ironsheets,,0721356813,8_4_4,,,,,yes,Kshs 500 per term,mixed,,,yes,,,yes,107,3,3,0,3,,pre_primary,often,node/4711263746,,,,,,,,kibera,Rays Education Centre,,,Rays Education Centre,cbo,Gatwekera,yes,raycenter@yahoo.com,,,,,,,,,,,,,,yes,,,,,,,,Reginah Bwari Boringa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.782985 -1.315757))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/03/01,fondolucy,foot,school,,0,ironsheets,ironsheets,,0723469046,,,,,,yes,Kshs 1800 per term,mixed,mgcsd,,,,,yes,84,3,3,0,3,,primary,never,node/4711308866,,,,,,,,kibera,Jitahidi ECD Centre,,,,private,Gatwekera,yes,josephineawuor618@gmail.com,,,,,,,,,,,,,,,,,,,,,,Josephine Awuor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.782625 -1.315799))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/03/01,fondolucy,foot,kindergarten,,0,ironsheets,ironsheets,,0723469046,8_4_4,,,,,yes,Kshs 1800 per term,mixed,mgcsd,,,,,yes,241,4,4,0,3,,pre_primary,never,node/4711308867,,,,,,,,kibera,Jitahidi ECD Centre,,,,private,Gatwekera,yes,josephineawuor618@gmail.com,,,,,,,,,,,,,,,,,,,,,,Josephine Awuor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7764576 -1.308038))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,1,cement_block,ironsheets,,,8_4_4,yes,yes,yes,yes,yes,0,mixed,moe,,yes,Yes,yes,yes,1355,26,23,3,26,26,primary,always,node/4967598610,,,,,,,,kibera,Ayany Primary School,,,,government,Ayany,yes,,364,0,,,654,701,,,0,0,52,,,,,,,,,,,Mrs Mosi,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big_vehicle,Yes,Yes,yes,Ayany Community Police Post,shelter
"MULTIPOINT ((36.7737618 -1.3075534))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,foot,school,,0,ironsheets,ironsheets,,0703893627/0716187383,8_4_4,,yes,yes,,yes,1800,mixed,mgcsd,,yes,,,,50,2,2,0,2,0,primary,sometimes,node/5078702759,,,,,,,,kibera,Babylon Daycare Nursery School,,,,private,Ayany,no,chepkombabiba@gmail.com,,,,,20,30,,,,,,,,,,,,,,,,Hellen Akoth Oloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.775172 -1.3121987))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,,concrete,ironsheets,,0723710336,8_4_4,,,yes,,yes,17500,mixed,,yes,yes,other,,,664,7,5,2,7,,pre_primary,,node/5112424649,,,,,,,,kibera,Goodson Childcare Centre,,,,private,Kianda,yes,,,,,,40,24,,,,,,,,,,,,,,,,Irine Barongo,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7720011 -1.3099285))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,1,ironsheets,ironsheets,"P O Box 72281-00200, Nairobi",0722294062,8_4_4,,yes,yes,,yes,,mixed,mgcsd,yes,yes,other,,yes,152,6,2,4,5,,primary,always,node/5112486230,,,,,,,,kibera,Rem Outreach Community Centre,,,Rural Evangelistic Missions,religious,Kianda,yes,,,,,,81,71,,,,,,,,yes,,,,,,,,Rodgers Ogango,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7720078 -1.3099419))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,foot,school,,1,ironsheets,ironsheets,"P O Box 72281-00200, Nairobi",0722294062,8_4_4,,,,,,,mixed,mgcsd,yes,,,,yes,33,1,1,0,1,,pre_primary,always,node/5112486231,,,,,,,,kibera,Rem Outreach Community Centre,,,Rural Evangelistic Missions,religious,Kianda,outside_public,,,,,,15,18,,,,,,,,,,,,,,,,Rodgers Ogango,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7705662 -1.3067219))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 73858-00200, Nairobi",0715060666,8_4_4,,yes,yes,,yes,33000,mixed,mgcsd,yes,yes,other,,yes,34,6,2,4,6,,secondary,sometimes,node/5112495242,,,,,,,,kibera,Three Bells Secondary,,,,private,Kianda,yes,,,,,,18,16,,,,,,,,,,,,,,,,Hillary W. Ochieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7740108 -1.308102))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,0,cement_block,ironsheets,4710-00200,0729350000,,,yes,yes,,,,mixed,No,,yes,feed_the_child,,yes,30,2,2,0,2,0,pre_primary,sometimes,node/5112539268,,,,,,,,kibera,Christian Community Development Association,,,,religious,Ayany,yes,,,,,,22,8,,,,,,,,,,,,,,,,Sophy Bosire,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
